i,e,c,p,l,real,predict
i11,e09,c4,p17,l3,0,0
i11,e09,c4,p18,l3,0,0
i11,e09,c4,p19,l3,0,0
i11,e09,c4,p20,l3,0,0
i11,e09,c4,p21,l3,0,0
i11,e09,c4,p22,l3,0,0
i11,e09,c4,p23,l3,0,0
i11,e09,c4,p24,l3,0,0
i11,e09,c4,p25,l3,0,0
i11,e09,c4,p26,l3,0,0
i11,e09,c4,p28,l3,0,0
i11,e09,c4,p29,l3,0,0
i11,e09,c4,p30,l3,0,0
i11,e09,c4,p31,l3,0,0
i11,e09,c4,p32,l3,0,0
i11,e09,c4,p35,l3,0,0
i110,e01,c1,p10,l3,0,0
i110,e01,c1,p33,l3,0,0
i110,e03,c1,p10,l3,0,0
i110,e03,c1,p33,l3,0,0
i110,e04,c1,p10,l3,0,0
i110,e04,c1,p33,l3,0,0
i110,e06,c1,p10,l3,0,0
i110,e08,c1,p10,l3,0,0
i110,e08,c1,p33,l3,0,0
i110,e09,c1,p10,l3,0,0
i110,e09,c1,p33,l3,0,0
i110,e10,c1,p10,l3,0,0
i110,e10,c1,p33,l3,0,0
i110,e11,c1,p10,l3,0,0
i110,e11,c1,p33,l3,0,0
i111,e01,c1,p01,l3,0,0
i111,e01,c1,p03,l3,0,0
i111,e01,c1,p05,l3,0,0
i111,e01,c1,p07,l3,0,0
i111,e01,c1,p08,l3,0,0
i111,e01,c1,p09,l3,0,0
i111,e01,c1,p10,l3,0,0
i111,e01,c1,p11,l3,0,0
i111,e01,c1,p12,l3,0,0
i111,e01,c1,p14,l3,0,0
i111,e01,c1,p15,l3,0,0
i111,e01,c1,p17,l3,0,0
i111,e01,c1,p19,l3,0,0
i111,e01,c1,p21,l3,0,0
i111,e01,c1,p22,l3,0,0
i111,e01,c1,p23,l3,0,0
i111,e01,c1,p24,l3,0,0
i111,e01,c1,p29,l3,0,0
i111,e01,c1,p35,l3,0,0
i111,e01,c4,p07,l3,0,0
i111,e01,c4,p23,l3,0,0
i111,e04,c1,p01,l3,0,0
i111,e04,c1,p03,l3,0,0
i111,e04,c1,p05,l3,0,0
i111,e04,c1,p07,l3,0,0
i111,e04,c1,p09,l3,0,0
i111,e04,c1,p10,l3,0,0
i111,e04,c1,p11,l3,0,0
i111,e04,c1,p12,l3,0,0
i111,e04,c1,p15,l3,0,0
i111,e04,c1,p17,l3,0,0
i111,e04,c1,p19,l3,0,0
i111,e04,c1,p21,l3,0,0
i111,e04,c1,p22,l3,0,0
i111,e04,c1,p23,l3,0,0
i111,e04,c1,p25,l3,0,0
i111,e04,c1,p28,l3,0,0
i111,e04,c1,p29,l3,0,0
i111,e04,c1,p35,l3,0,0
i111,e04,c4,p07,l3,0,0
i111,e04,c4,p23,l3,0,0
i111,e05,c1,p10,l3,0,0
i111,e05,c1,p11,l3,0,0
i111,e05,c1,p12,l3,0,0
i111,e08,c1,p01,l3,0,0
i111,e08,c1,p03,l3,0,0
i111,e08,c1,p05,l3,0,0
i111,e08,c1,p07,l3,0,0
i111,e08,c1,p08,l3,0,0
i111,e08,c1,p09,l3,0,0
i111,e08,c1,p10,l3,0,0
i111,e08,c1,p11,l3,0,0
i111,e08,c1,p12,l3,0,0
i111,e08,c1,p15,l3,0,0
i111,e08,c1,p17,l3,0,0
i111,e08,c1,p19,l3,0,0
i111,e08,c1,p21,l3,0,0
i111,e08,c1,p22,l3,0,0
i111,e08,c1,p23,l3,0,0
i111,e08,c1,p24,l3,0,0
i111,e08,c1,p29,l3,0,0
i111,e08,c1,p35,l3,0,0
i111,e08,c4,p07,l3,0,0
i111,e08,c4,p23,l3,0,0
i111,e09,c1,p01,l3,0,0
i111,e09,c1,p03,l3,0,0
i111,e09,c1,p07,l3,0,0
i111,e09,c1,p09,l3,0,0
i111,e09,c1,p10,l3,0,0
i111,e09,c1,p11,l3,0,0
i111,e09,c1,p12,l3,0,0
i111,e09,c1,p14,l3,0,0
i111,e09,c1,p15,l3,0,0
i111,e09,c1,p17,l3,0,0
i111,e09,c1,p19,l3,0,0
i111,e09,c1,p21,l3,0,0
i111,e09,c1,p22,l3,0,0
i111,e09,c1,p23,l3,0,0
i111,e09,c1,p24,l3,0,0
i111,e09,c1,p25,l3,0,0
i111,e09,c1,p29,l3,0,0
i111,e09,c1,p35,l3,0,0
i111,e11,c1,p01,l3,0,0
i111,e11,c1,p07,l3,0,0
i111,e11,c1,p09,l3,0,0
i111,e11,c1,p10,l3,0,0
i111,e11,c1,p11,l3,0,0
i111,e11,c1,p12,l3,0,0
i111,e11,c1,p19,l3,0,0
i111,e11,c1,p25,l3,0,0
i112,e02,c3,p03,l3,0,0
i112,e02,c5,p01,l3,0,0
i112,e02,c5,p21,l3,0,0
i112,e05,c5,p01,l3,0,0
i112,e05,c5,p03,l3,0,0
i112,e05,c5,p04,l3,0,0
i112,e05,c5,p05,l3,0,0
i112,e05,c5,p06,l3,0,0
i112,e05,c5,p07,l3,0,0
i112,e05,c5,p08,l3,0,0
i112,e05,c5,p10,l3,0,0
i112,e05,c5,p11,l3,0,0
i112,e05,c5,p12,l3,0,0
i112,e05,c5,p14,l3,0,0
i112,e05,c5,p15,l3,0,0
i112,e05,c5,p18,l3,0,0
i112,e05,c5,p19,l3,0,0
i112,e05,c5,p21,l3,0,0
i112,e05,c5,p22,l3,0,0
i112,e05,c5,p24,l3,0,0
i112,e05,c5,p29,l3,0,0
i112,e05,c5,p35,l3,0,0
i113,e01,c5,p10,l3,0,0
i113,e04,c5,p10,l3,0,0
i113,e04,c5,p35,l3,0,0
i113,e05,c5,p10,l3,0,0
i113,e05,c5,p35,l3,0,0
i113,e08,c5,p01,l3,0,0
i113,e08,c5,p10,l3,0,0
i113,e08,c5,p35,l3,0,0
i113,e09,c5,p10,l3,0,0
i113,e09,c5,p35,l3,0,0
i113,e11,c5,p10,l3,0,0
i114,e04,c5,p10,l3,0,0
i114,e09,c5,p10,l3,0,0
i115,e05,c5,p10,l3,0,0
i115,e05,c5,p35,l3,0,0
i115,e13,c5,p10,l3,0,0
i116,e01,c1,p05,l3,0,0
i116,e01,c1,p10,l3,0,0
i116,e01,c1,p35,l3,0,0
i116,e01,c4,p10,l3,0,0
i116,e04,c1,p05,l3,0,0
i116,e04,c1,p10,l3,0,0
i116,e04,c1,p35,l3,0,0
i116,e04,c4,p10,l3,0,0
i116,e09,c1,p05,l3,0,0
i116,e09,c1,p10,l3,0,0
i116,e09,c1,p35,l3,0,0
i116,e09,c4,p10,l3,0,0
i117,e01,c1,p10,l3,0,0
i117,e01,c1,p35,l3,0,0
i117,e04,c1,p10,l3,0,0
i117,e04,c1,p35,l3,0,0
i117,e07,c1,p10,l3,0,0
i117,e08,c1,p10,l3,0,0
i117,e08,c1,p35,l3,0,0
i117,e09,c1,p10,l3,0,0
i117,e10,c1,p10,l2,0,0
i117,e10,c1,p10,l3,0,0
i117,e11,c1,p10,l3,0,0
i117,e11,c1,p35,l3,0,0
i118,e05,c5,p01,l3,0,0
i118,e05,c5,p08,l3,0,0
i118,e05,c5,p10,l3,0,0
i118,e05,c5,p11,l3,0,0
i118,e05,c5,p12,l3,0,0
i118,e05,c5,p21,l3,0,0
i119,e01,c5,p10,l3,0,0
i119,e01,c5,p35,l3,0,0
i119,e04,c5,p35,l3,0,0
i119,e05,c5,p10,l3,0,0
i119,e05,c5,p35,l3,0,0
i119,e09,c5,p10,l3,0,0
i119,e09,c5,p35,l3,0,0
i12,e01,c3,p01,l3,0,0
i12,e01,c3,p03,l3,0,0
i12,e01,c3,p10,l3,0,0
i12,e01,c3,p12,l3,0,0
i12,e01,c3,p13,l3,0,0
i12,e01,c3,p17,l3,0,0
i12,e01,c3,p18,l3,0,0
i12,e01,c3,p19,l3,0,0
i12,e01,c3,p21,l3,0,0
i12,e01,c3,p28,l3,0,0
i12,e01,c3,p33,l3,0,0
i12,e01,c5,p01,l3,2,2
i12,e01,c5,p02,l3,1,1
i12,e01,c5,p03,l3,0,0
i12,e01,c5,p04,l3,0,0
i12,e01,c5,p05,l3,0,0
i12,e01,c5,p06,l3,0,0
i12,e01,c5,p07,l3,0,0
i12,e01,c5,p08,l3,0,0
i12,e01,c5,p09,l3,0,0
i12,e01,c5,p10,l3,0,0
i12,e01,c5,p11,l3,0,0
i12,e01,c5,p12,l3,0,0
i12,e01,c5,p13,l3,1,1
i12,e01,c5,p14,l3,0,0
i12,e01,c5,p15,l3,0,0
i12,e01,c5,p16,l3,0,0
i12,e01,c5,p17,l3,0,0
i12,e01,c5,p18,l3,0,0
i12,e01,c5,p19,l3,7,7
i12,e01,c5,p20,l3,0,0
i12,e01,c5,p21,l3,0,0
i12,e01,c5,p22,l3,0,0
i12,e01,c5,p23,l3,8,9
i12,e01,c5,p24,l3,0,0
i12,e01,c5,p25,l3,0,0
i12,e01,c5,p26,l3,0,0
i12,e01,c5,p27,l3,0,0
i12,e01,c5,p28,l3,0,0
i12,e01,c5,p29,l3,0,0
i12,e01,c5,p31,l3,0,0
i12,e01,c5,p32,l3,0,0
i12,e01,c5,p33,l3,0,0
i12,e01,c5,p35,l3,0,0
i12,e04,c3,p01,l3,0,0
i12,e04,c3,p03,l3,0,0
i12,e04,c3,p10,l3,1,1
i12,e04,c3,p11,l3,0,0
i12,e04,c3,p12,l3,0,0
i12,e04,c3,p17,l3,0,0
i12,e04,c3,p18,l3,0,0
i12,e04,c3,p19,l3,0,0
i12,e04,c3,p21,l3,0,0
i12,e04,c3,p22,l3,0,0
i12,e04,c3,p28,l3,0,0
i12,e04,c3,p33,l3,0,0
i12,e04,c5,p01,l3,4,4
i12,e04,c5,p02,l3,0,0
i12,e04,c5,p03,l3,1,1
i12,e04,c5,p04,l3,0,0
i12,e04,c5,p05,l3,4,4
i12,e04,c5,p06,l3,0,0
i12,e04,c5,p07,l3,0,0
i12,e04,c5,p08,l3,0,0
i12,e04,c5,p09,l3,0,0
i12,e04,c5,p10,l3,7,7
i12,e04,c5,p11,l3,5,5
i12,e04,c5,p12,l3,1,1
i12,e04,c5,p13,l3,0,0
i12,e04,c5,p14,l3,1,1
i12,e04,c5,p15,l3,0,0
i12,e04,c5,p16,l3,2,2
i12,e04,c5,p17,l3,11,11
i12,e04,c5,p18,l3,1,1
i12,e04,c5,p19,l3,29,29
i12,e04,c5,p20,l3,0,0
i12,e04,c5,p21,l3,0,0
i12,e04,c5,p22,l3,0,0
i12,e04,c5,p23,l3,10,10
i12,e04,c5,p24,l3,0,0
i12,e04,c5,p25,l3,0,0
i12,e04,c5,p26,l3,0,0
i12,e04,c5,p27,l3,0,0
i12,e04,c5,p28,l3,0,0
i12,e04,c5,p29,l3,5,5
i12,e04,c5,p31,l3,0,0
i12,e04,c5,p32,l3,0,0
i12,e04,c5,p33,l3,0,0
i12,e04,c5,p35,l3,0,0
i12,e05,c3,p10,l3,0,0
i12,e05,c3,p12,l3,0,0
i12,e05,c5,p01,l3,0,0
i12,e05,c5,p03,l3,0,0
i12,e05,c5,p05,l3,0,0
i12,e05,c5,p06,l3,0,0
i12,e05,c5,p07,l3,0,0
i12,e05,c5,p09,l3,0,0
i12,e05,c5,p10,l3,0,0
i12,e05,c5,p11,l3,0,0
i12,e05,c5,p12,l3,0,0
i12,e05,c5,p13,l3,0,0
i12,e05,c5,p14,l3,0,0
i12,e05,c5,p15,l3,0,0
i12,e05,c5,p16,l3,0,0
i12,e05,c5,p17,l3,0,0
i12,e05,c5,p18,l3,0,0
i12,e05,c5,p19,l3,0,0
i12,e05,c5,p21,l3,0,0
i12,e05,c5,p22,l3,0,0
i12,e05,c5,p28,l3,0,0
i12,e05,c5,p29,l3,0,0
i12,e05,c5,p32,l3,0,0
i12,e05,c5,p35,l3,0,0
i12,e07,c5,p10,l3,0,0
i12,e07,c5,p13,l3,0,0
i12,e08,c3,p01,l3,0,0
i12,e08,c3,p03,l3,0,0
i12,e08,c3,p10,l3,1,1
i12,e08,c3,p11,l3,0,0
i12,e08,c3,p12,l3,0,0
i12,e08,c3,p17,l3,0,0
i12,e08,c3,p18,l3,0,0
i12,e08,c3,p19,l3,0,0
i12,e08,c3,p21,l3,0,0
i12,e08,c3,p28,l3,0,0
i12,e08,c3,p31,l3,0,0
i12,e08,c3,p33,l3,0,0
i12,e08,c5,p01,l3,8,8
i12,e08,c5,p02,l3,0,0
i12,e08,c5,p03,l3,4,4
i12,e08,c5,p04,l3,0,0
i12,e08,c5,p05,l3,2,2
i12,e08,c5,p06,l3,0,0
i12,e08,c5,p07,l3,1,1
i12,e08,c5,p08,l3,0,0
i12,e08,c5,p09,l3,0,0
i12,e08,c5,p10,l3,5,5
i12,e08,c5,p11,l3,2,2
i12,e08,c5,p12,l3,0,0
i12,e08,c5,p13,l3,1,1
i12,e08,c5,p14,l3,0,0
i12,e08,c5,p15,l3,0,0
i12,e08,c5,p16,l3,1,1
i12,e08,c5,p17,l3,18,18
i12,e08,c5,p18,l3,1,1
i12,e08,c5,p19,l3,47,46
i12,e08,c5,p20,l3,0,0
i12,e08,c5,p21,l3,5,5
i12,e08,c5,p22,l3,0,0
i12,e08,c5,p23,l3,0,0
i12,e08,c5,p24,l3,0,0
i12,e08,c5,p25,l3,0,0
i12,e08,c5,p26,l3,0,0
i12,e08,c5,p28,l3,0,0
i12,e08,c5,p29,l3,5,5
i12,e08,c5,p31,l3,1,1
i12,e08,c5,p32,l3,0,0
i12,e08,c5,p33,l3,0,0
i12,e08,c5,p35,l3,0,0
i12,e09,c3,p01,l3,0,0
i12,e09,c3,p03,l3,0,0
i12,e09,c3,p10,l3,0,0
i12,e09,c3,p12,l3,0,0
i12,e09,c3,p13,l3,0,0
i12,e09,c3,p18,l3,0,0
i12,e09,c3,p19,l3,0,0
i12,e09,c3,p21,l3,0,0
i12,e09,c3,p33,l3,0,0
i12,e09,c5,p01,l3,1,1
i12,e09,c5,p02,l3,0,0
i12,e09,c5,p03,l3,0,0
i12,e09,c5,p04,l3,0,0
i12,e09,c5,p05,l3,0,0
i12,e09,c5,p06,l3,0,0
i12,e09,c5,p07,l3,0,0
i12,e09,c5,p08,l3,0,0
i12,e09,c5,p09,l3,0,0
i12,e09,c5,p10,l3,1,1
i12,e09,c5,p11,l3,1,1
i12,e09,c5,p12,l3,0,0
i12,e09,c5,p13,l3,0,0
i12,e09,c5,p14,l3,1,1
i12,e09,c5,p15,l3,0,0
i12,e09,c5,p16,l3,1,1
i12,e09,c5,p17,l3,2,2
i12,e09,c5,p18,l3,0,0
i12,e09,c5,p19,l3,3,3
i12,e09,c5,p20,l3,0,0
i12,e09,c5,p21,l3,0,0
i12,e09,c5,p22,l3,0,0
i12,e09,c5,p23,l3,6,6
i12,e09,c5,p24,l3,0,0
i12,e09,c5,p25,l3,0,0
i12,e09,c5,p26,l3,0,0
i12,e09,c5,p27,l3,0,0
i12,e09,c5,p28,l3,0,0
i12,e09,c5,p29,l3,0,0
i12,e09,c5,p31,l3,0,0
i12,e09,c5,p32,l3,0,0
i12,e09,c5,p33,l3,0,0
i12,e09,c5,p35,l3,0,0
i12,e12,c3,p10,l3,0,0
i12,e12,c5,p01,l3,0,0
i12,e12,c5,p02,l3,0,0
i12,e12,c5,p03,l3,0,0
i12,e12,c5,p04,l3,0,0
i12,e12,c5,p05,l3,0,0
i12,e12,c5,p06,l3,0,0
i12,e12,c5,p07,l3,0,0
i12,e12,c5,p08,l3,0,0
i12,e12,c5,p09,l3,0,0
i12,e12,c5,p10,l3,0,0
i12,e12,c5,p11,l3,0,0
i12,e12,c5,p12,l3,1,1
i12,e12,c5,p13,l3,0,0
i12,e12,c5,p14,l3,0,0
i12,e12,c5,p15,l3,0,0
i12,e12,c5,p16,l3,0,0
i12,e12,c5,p17,l3,0,0
i12,e12,c5,p18,l3,0,0
i12,e12,c5,p19,l3,0,0
i12,e12,c5,p20,l3,0,0
i12,e12,c5,p21,l3,0,0
i12,e12,c5,p22,l3,0,0
i12,e12,c5,p23,l3,0,0
i12,e12,c5,p24,l3,1,1
i12,e12,c5,p25,l3,0,0
i12,e12,c5,p28,l3,0,0
i12,e12,c5,p29,l3,0,0
i12,e12,c5,p31,l3,0,0
i12,e12,c5,p32,l3,0,0
i12,e12,c5,p35,l3,0,0
i120,e01,c5,p10,l3,0,0
i120,e03,c5,p10,l3,0,0
i120,e03,c5,p35,l3,0,0
i120,e04,c5,p10,l3,0,0
i120,e04,c5,p35,l3,0,0
i120,e05,c5,p10,l3,0,0
i120,e05,c5,p35,l3,0,0
i120,e08,c5,p10,l3,0,0
i120,e08,c5,p35,l3,0,0
i120,e12,c5,p10,l3,0,0
i121,e01,c5,p10,l3,0,0
i121,e01,c5,p17,l3,0,0
i121,e01,c5,p19,l3,0,0
i121,e04,c5,p10,l3,0,0
i121,e04,c5,p19,l3,0,0
i121,e04,c5,p35,l3,0,0
i121,e05,c5,p10,l3,0,0
i121,e08,c5,p10,l3,0,0
i121,e08,c5,p11,l3,0,0
i121,e08,c5,p13,l3,0,0
i121,e08,c5,p19,l3,0,0
i121,e08,c5,p35,l3,0,0
i121,e09,c5,p10,l3,0,0
i121,e09,c5,p13,l3,0,0
i121,e09,c5,p19,l3,0,0
i121,e09,c5,p35,l3,0,0
i121,e12,c5,p01,l3,0,0
i121,e12,c5,p03,l3,0,0
i121,e12,c5,p09,l3,0,0
i121,e12,c5,p10,l3,0,0
i121,e12,c5,p11,l3,0,0
i121,e12,c5,p13,l3,0,0
i121,e12,c5,p17,l3,0,0
i121,e12,c5,p19,l3,0,0
i121,e12,c5,p28,l3,0,0
i121,e12,c5,p35,l3,0,0
i122,e05,c5,p11,l3,0,0
i122,e05,c5,p15,l3,0,0
i122,e05,c5,p35,l3,0,0
i123,e01,c3,p02,l3,0,0
i123,e01,c3,p03,l3,0,0
i123,e01,c3,p29,l3,0,0
i123,e01,c5,p01,l3,0,0
i123,e01,c5,p02,l3,0,0
i123,e01,c5,p03,l3,0,0
i123,e01,c5,p04,l3,0,0
i123,e01,c5,p05,l3,0,0
i123,e01,c5,p07,l3,0,0
i123,e01,c5,p09,l3,0,0
i123,e01,c5,p10,l3,0,0
i123,e01,c5,p11,l3,0,0
i123,e01,c5,p12,l3,0,0
i123,e01,c5,p15,l3,0,0
i123,e01,c5,p16,l3,0,0
i123,e01,c5,p17,l3,0,0
i123,e01,c5,p19,l3,0,0
i123,e01,c5,p20,l3,0,0
i123,e01,c5,p21,l3,0,0
i123,e01,c5,p23,l3,0,0
i123,e01,c5,p35,l3,0,0
i123,e04,c3,p02,l3,0,0
i123,e04,c3,p03,l3,0,0
i123,e04,c3,p29,l3,0,0
i123,e04,c5,p02,l3,0,0
i123,e04,c5,p03,l3,0,0
i123,e04,c5,p04,l3,0,0
i123,e04,c5,p05,l3,0,0
i123,e04,c5,p07,l3,0,0
i123,e04,c5,p08,l3,0,0
i123,e04,c5,p09,l3,0,0
i123,e04,c5,p10,l3,0,0
i123,e04,c5,p12,l3,0,0
i123,e04,c5,p15,l3,0,0
i123,e04,c5,p16,l3,0,0
i123,e04,c5,p17,l3,0,0
i123,e04,c5,p19,l3,0,0
i123,e04,c5,p21,l3,0,0
i123,e04,c5,p23,l3,0,0
i123,e04,c5,p24,l3,0,0
i123,e04,c5,p28,l3,0,0
i123,e04,c5,p29,l3,0,0
i123,e04,c5,p35,l3,0,0
i123,e09,c3,p02,l3,0,0
i123,e09,c3,p03,l3,0,0
i123,e09,c3,p05,l3,0,0
i123,e09,c3,p29,l3,0,0
i123,e09,c5,p02,l3,0,0
i123,e09,c5,p03,l3,0,0
i123,e09,c5,p05,l3,0,0
i123,e09,c5,p07,l3,0,0
i123,e09,c5,p08,l3,0,0
i123,e09,c5,p09,l3,0,0
i123,e09,c5,p10,l3,0,0
i123,e09,c5,p12,l3,0,0
i123,e09,c5,p15,l3,0,0
i123,e09,c5,p16,l3,0,0
i123,e09,c5,p17,l3,0,0
i123,e09,c5,p19,l3,0,0
i123,e09,c5,p20,l3,0,0
i123,e09,c5,p21,l3,0,0
i123,e09,c5,p23,l3,0,0
i123,e09,c5,p24,l3,0,0
i123,e09,c5,p28,l3,0,0
i123,e09,c5,p29,l3,0,0
i123,e09,c5,p35,l3,0,0
i125,e02,c3,p10,l3,0,0
i125,e05,c3,p01,l3,0,0
i125,e05,c3,p08,l3,0,0
i125,e05,c3,p10,l3,0,0
i125,e05,c3,p11,l3,0,0
i125,e05,c3,p16,l3,0,0
i125,e05,c3,p35,l3,0,0
i126,e04,c5,p12,l3,0,0
i126,e04,c5,p13,l3,0,0
i126,e08,c5,p10,l3,0,0
i126,e08,c5,p11,l3,0,0
i126,e08,c5,p12,l3,0,0
i126,e08,c5,p13,l3,0,0
i126,e08,c5,p16,l3,0,0
i126,e08,c5,p35,l3,0,0
i126,e09,c5,p13,l3,0,0
i126,e09,c5,p35,l3,0,0
i126,e12,c5,p10,l3,0,0
i127,e01,c5,p10,l3,0,0
i127,e01,c5,p13,l3,0,0
i127,e02,c5,p19,l3,0,0
i127,e02,c5,p35,l3,0,0
i127,e04,c5,p09,l3,0,0
i127,e04,c5,p24,l3,0,0
i127,e05,c5,p19,l3,0,0
i127,e05,c5,p35,l3,0,0
i127,e08,c5,p09,l3,0,0
i127,e08,c5,p22,l3,0,0
i127,e08,c5,p24,l3,0,0
i127,e08,c5,p35,l3,0,0
i128,e05,c3,p10,l3,0,0
i128,e05,c3,p19,l3,0,0
i129,e01,c5,p03,l3,0,0
i129,e01,c5,p10,l3,0,0
i129,e01,c5,p16,l3,0,0
i129,e01,c5,p23,l3,0,0
i129,e01,c5,p24,l3,0,0
i129,e04,c5,p03,l3,0,0
i129,e04,c5,p06,l3,0,0
i129,e04,c5,p10,l3,0,0
i129,e04,c5,p16,l3,0,0
i129,e04,c5,p23,l3,0,0
i129,e08,c5,p06,l3,0,0
i129,e08,c5,p10,l3,0,0
i129,e08,c5,p16,l3,0,0
i129,e09,c5,p09,l3,0,0
i129,e09,c5,p10,l3,0,0
i129,e09,c5,p23,l3,0,0
i129,e09,c5,p24,l3,0,0
i13,e01,c3,p03,l3,0,0
i13,e01,c3,p04,l3,0,0
i13,e01,c3,p05,l3,0,0
i13,e01,c3,p15,l3,0,0
i13,e01,c3,p17,l3,0,0
i13,e01,c3,p21,l3,0,0
i13,e01,c5,p01,l3,0,0
i13,e01,c5,p02,l3,0,0
i13,e01,c5,p03,l3,0,0
i13,e01,c5,p04,l3,0,0
i13,e01,c5,p05,l3,0,0
i13,e01,c5,p06,l3,0,0
i13,e01,c5,p07,l3,0,0
i13,e01,c5,p08,l3,0,0
i13,e01,c5,p09,l3,0,0
i13,e01,c5,p10,l3,0,0
i13,e01,c5,p11,l3,0,0
i13,e01,c5,p12,l3,0,0
i13,e01,c5,p13,l3,0,0
i13,e01,c5,p14,l3,0,0
i13,e01,c5,p15,l3,0,0
i13,e01,c5,p16,l3,0,0
i13,e01,c5,p17,l3,0,0
i13,e01,c5,p18,l3,0,0
i13,e01,c5,p19,l3,0,0
i13,e01,c5,p20,l3,0,0
i13,e01,c5,p21,l3,0,0
i13,e01,c5,p22,l3,0,0
i13,e01,c5,p23,l3,0,0
i13,e01,c5,p24,l3,0,0
i13,e01,c5,p25,l3,2,2
i13,e01,c5,p26,l3,0,0
i13,e01,c5,p28,l3,0,0
i13,e01,c5,p29,l3,0,0
i13,e01,c5,p30,l3,0,0
i13,e01,c5,p31,l3,0,0
i13,e01,c5,p32,l3,0,0
i13,e01,c5,p35,l3,0,0
i13,e02,c5,p01,l3,0,0
i13,e02,c5,p02,l3,0,0
i13,e02,c5,p03,l3,0,0
i13,e02,c5,p05,l3,0,0
i13,e02,c5,p07,l3,0,0
i13,e02,c5,p10,l3,0,0
i13,e02,c5,p11,l3,0,0
i13,e02,c5,p12,l3,0,0
i13,e02,c5,p14,l3,0,0
i13,e02,c5,p15,l3,0,0
i13,e02,c5,p16,l3,0,0
i13,e02,c5,p18,l3,0,0
i13,e02,c5,p19,l3,0,0
i13,e02,c5,p35,l3,0,0
i13,e03,c3,p01,l3,0,0
i13,e03,c3,p02,l3,0,0
i13,e03,c3,p03,l3,0,0
i13,e03,c3,p04,l3,0,0
i13,e03,c3,p05,l3,0,0
i13,e03,c3,p07,l3,0,0
i13,e03,c3,p10,l3,0,0
i13,e03,c3,p13,l3,0,0
i13,e03,c3,p14,l3,0,0
i13,e03,c3,p15,l3,0,0
i13,e03,c3,p16,l3,0,0
i13,e03,c3,p17,l3,0,0
i13,e03,c3,p18,l3,0,0
i13,e03,c3,p19,l3,0,0
i13,e03,c3,p21,l3,0,0
i13,e03,c3,p23,l3,0,0
i13,e03,c3,p24,l3,0,0
i13,e03,c3,p28,l3,0,0
i13,e03,c3,p35,l3,0,0
i13,e03,c5,p01,l3,0,0
i13,e03,c5,p02,l3,0,0
i13,e03,c5,p03,l3,0,0
i13,e03,c5,p04,l3,0,0
i13,e03,c5,p05,l3,1,1
i13,e03,c5,p06,l3,0,0
i13,e03,c5,p07,l3,0,0
i13,e03,c5,p08,l3,0,0
i13,e03,c5,p09,l3,0,0
i13,e03,c5,p10,l3,2,2
i13,e03,c5,p11,l3,0,0
i13,e03,c5,p12,l3,0,0
i13,e03,c5,p13,l3,0,0
i13,e03,c5,p14,l3,0,0
i13,e03,c5,p15,l3,0,0
i13,e03,c5,p16,l3,0,0
i13,e03,c5,p17,l3,0,0
i13,e03,c5,p18,l3,0,0
i13,e03,c5,p19,l3,1,1
i13,e03,c5,p20,l3,0,0
i13,e03,c5,p21,l3,0,0
i13,e03,c5,p22,l3,0,0
i13,e03,c5,p23,l3,0,0
i13,e03,c5,p24,l3,0,0
i13,e03,c5,p25,l3,0,0
i13,e03,c5,p26,l3,0,0
i13,e03,c5,p28,l3,0,0
i13,e03,c5,p29,l3,0,0
i13,e03,c5,p30,l3,0,0
i13,e03,c5,p31,l3,0,0
i13,e03,c5,p32,l3,0,0
i13,e03,c5,p35,l3,1,1
i13,e04,c3,p02,l3,0,0
i13,e04,c3,p03,l3,0,0
i13,e04,c3,p14,l3,0,0
i13,e04,c3,p17,l3,0,0
i13,e04,c5,p01,l3,0,0
i13,e04,c5,p02,l3,0,0
i13,e04,c5,p03,l3,0,0
i13,e04,c5,p04,l3,0,0
i13,e04,c5,p05,l3,0,0
i13,e04,c5,p06,l3,0,0
i13,e04,c5,p07,l3,0,0
i13,e04,c5,p08,l3,0,0
i13,e04,c5,p09,l3,0,0
i13,e04,c5,p10,l3,0,0
i13,e04,c5,p11,l3,0,0
i13,e04,c5,p12,l3,0,0
i13,e04,c5,p13,l3,0,0
i13,e04,c5,p14,l3,0,0
i13,e04,c5,p15,l3,0,0
i13,e04,c5,p16,l3,0,0
i13,e04,c5,p17,l3,0,0
i13,e04,c5,p18,l3,0,0
i13,e04,c5,p19,l3,1,1
i13,e04,c5,p20,l3,0,0
i13,e04,c5,p21,l3,0,0
i13,e04,c5,p22,l3,0,0
i13,e04,c5,p23,l3,0,0
i13,e04,c5,p24,l3,0,0
i13,e04,c5,p25,l3,1,1
i13,e04,c5,p26,l3,0,0
i13,e04,c5,p28,l3,0,0
i13,e04,c5,p29,l3,0,0
i13,e04,c5,p30,l3,0,0
i13,e04,c5,p31,l3,0,0
i13,e04,c5,p32,l3,0,0
i13,e04,c5,p35,l3,0,0
i13,e05,c3,p07,l3,0,0
i13,e05,c3,p10,l3,0,0
i13,e05,c3,p21,l3,0,0
i13,e05,c3,p35,l3,0,0
i13,e05,c5,p01,l3,0,0
i13,e05,c5,p02,l3,0,0
i13,e05,c5,p03,l3,0,0
i13,e05,c5,p04,l3,0,0
i13,e05,c5,p05,l3,0,0
i13,e05,c5,p06,l3,0,0
i13,e05,c5,p07,l3,0,0
i13,e05,c5,p08,l3,0,0
i13,e05,c5,p09,l3,0,0
i13,e05,c5,p10,l3,0,0
i13,e05,c5,p11,l3,0,0
